participant,position,trial,imu_path,optitrack_path,status,rmse_deg,mae_deg,bias_deg,lag_sec,n_samples,optitrack_method,error
Participant_13_left_post,Position_1,Trial_1,C:\Users\cladi\Pendulastic\Recordings\Participant_13_left_post\Session_post\Position_1\Height_Joint-Level\Trial_1_imu.csv,C:\Users\cladi\Pendulastic\OptiTrack_Recordings\Participant_13_left_post\Session_post\Position_1\Height_Joint-Level\trial_1_optitrack.csv,ok,7.912843410182114,6.801231946009097,3.3805404566736703,-0.8666666666666667,363,marker_pca,
Participant_13_left_post,Position_1,Trial_2,C:\Users\cladi\Pendulastic\Recordings\Participant_13_left_post\Session_post\Position_1\Height_Joint-Level\Trial_2_imu.csv,C:\Users\cladi\Pendulastic\OptiTrack_Recordings\Participant_13_left_post\Session_post\Position_1\Height_Joint-Level\trial_2_optitrack.csv,ok,8.617613859090538,6.232441114199575,-6.001971413281932,-0.7666666666666666,317,marker_pca,
Participant_13_left_post,Position_1,Trial_3,C:\Users\cladi\Pendulastic\Recordings\Participant_13_left_post\Session_post\Position_1\Height_Joint-Level\Trial_3_imu.csv,C:\Users\cladi\Pendulastic\OptiTrack_Recordings\Participant_13_left_post\Session_post\Position_1\Height_Joint-Level\trial_3_optitrack.csv,ok,24.54451334511626,20.298871000964866,18.218979440599277,-0.75,338,marker_pca,
Participant_13_left_post,Position_1,Trial_4,C:\Users\cladi\Pendulastic\Recordings\Participant_13_left_post\Session_post\Position_1\Height_Joint-Level\Trial_4_imu.csv,C:\Users\cladi\Pendulastic\OptiTrack_Recordings\Participant_13_left_post\Session_post\Position_1\Height_Joint-Level\trial_4_optitrack.csv,ok,31.232868912273346,27.329836335085833,25.753018629786805,-1.3833333333333333,284,marker_pca,
Participant_13_right_post,Position_1,Trial_1,C:\Users\cladi\Pendulastic\Recordings\Participant_13_right_post\Session_post\Position_1\Height_Joint-Level\Trial_1_imu.csv,C:\Users\cladi\Pendulastic\OptiTrack_Recordings\Participant_13_right_post\Session_post\trial_1_optitrack.csv,ok,10.239028228860725,8.038948867577242,-7.505100974663166,0.15,370,marker_pca,
Participant_13_right_post,Position_1,Trial_2,C:\Users\cladi\Pendulastic\Recordings\Participant_13_right_post\Session_post\Position_1\Height_Joint-Level\Trial_2_imu.csv,C:\Users\cladi\Pendulastic\OptiTrack_Recordings\Participant_13_right_post\Session_post\trial_2_optitrack.csv,ok,23.00420766780037,21.274164706094,18.40441988211225,1.7833333333333332,239,marker_pca,
Participant_13_right_post,Position_1,Trial_3,C:\Users\cladi\Pendulastic\Recordings\Participant_13_right_post\Session_post\Position_1\Height_Joint-Level\Trial_3_imu.csv,C:\Users\cladi\Pendulastic\OptiTrack_Recordings\Participant_13_right_post\Session_post\trial_3_optitrack.csv,ok,13.507564199249313,10.496502233868268,-10.065598527429563,-1.3166666666666667,338,marker_pca,
Participant_13_right_post,Position_1,Trial_4,C:\Users\cladi\Pendulastic\Recordings\Participant_13_right_post\Session_post\Position_1\Height_Joint-Level\Trial_4_imu.csv,C:\Users\cladi\Pendulastic\OptiTrack_Recordings\Participant_13_right_post\Session_post\trial_4_optitrack.csv,ok,19.79490917193293,16.066427397697193,-16.010035783159996,-1.5666666666666667,284,marker_pca,
